app_id,app_name,category,download_numbers,idea_1,idea_2,idea_3,idea_4,idea_5,idea_6,idea_7,idea_8,idea_9,idea_10,source
wearos.smart.watch.bt.sync.notifier,Watch Sync App - BT Notifier,COMMUNICATION,9628057.0,This feature allows the app to connect with a Bluetooth device to receive and display notifications from a paired watch.,"This feature automatically silences notifications based on the user's calendar, location, or activity, such as muting alerts during work hours or at specific places.","This feature tracks and shows the user's notification history, including how often and what types of alerts are received, displayed in simple charts for review.","This feature connects with common to-do list and note apps, enabling users to create, view, and manage tasks and notes directly on their smartwatch.",This feature lets the watch ring the connected phone and show its last known location on a map. It also alerts the user when Bluetooth connection is about to be lost.,"This feature allows users to create and customize quick reply messages for different apps, enabling faster responses to notifications directly from the watch.","This feature changes app shortcuts on the watch based on the user's location, time, or activity, showing relevant apps like music during workouts or lists near stores.",This feature adjusts notification and data sync frequency to reduce battery use on the smartwatch and phone. It can be turned on manually or automatically at low battery levels.,"This feature lets users create and share their contact information as a QR code on the smartwatch, with updates managed through the phone app.",This feature allows the smartwatch to control presentations by swiping on the watch to move between slides remotely.,SOURCE4
wearos.smart.watch.bt.sync.notifier,Watch Sync App - BT Notifier,COMMUNICATION,9628057.0,"This feature detects your watch’s GATT profiles, performs signal and interference tests, manages system settings, and provides a live BLE scanner with diagnostics export.","This feature filters notifications by app, contact, or keyword, allows quiet hours and meeting muting, removes duplicate alerts, and provides customizable quick-reply and emoji templates.","This feature allows Tasker or IFTTT to perform actions like setting Do Not Disturb, starting a playlist, sending an SMS, or toggling Wi-Fi based on connection, battery, or notifications.","This feature detects device proximity using BLE signals, sets safe zones with geofencing, and provides alerts through sound or vibration on supported devices.","This feature displays connection history, reasons for disconnections, channel congestion information, battery levels of both devices, and provides automatic suggestions like codec changes and battery whitelist options.","This feature allows users to save different watch settings and activity modes, automatically changing notifications, vibrations, and reply templates based on calendar events or location.","This feature collects health data from Health Connect and wearables, calculates a daily readiness score, and sends alerts for high or low heart rate and SpO₂ to the watch.","This feature sends links, text, photos, QR/barcodes, and checklists to the watch as cards that are stored offline and automatically deleted after a set time.","This feature allows control of media, camera shutter, and presentations through Bluetooth when supported, with an alternative phone panel if the watch does not have built-in controls.","This feature includes an ad-lite mode, no forced ratings, an offline watch simulator for testing, easy support log sharing, and a connection guarantee with refund options.",SOURCE5
com.boost.roku.remote,Remote for Roku: TV Remote,TOOLS,9447021.0,"This feature allows users to control the TV by drawing shapes on their phone screen, such as muting, adjusting volume, or opening specific apps like Netflix.",This feature synchronizes video playback on multiple Roku devices in different locations and includes chat and emoji reactions within the remote control interface.,"This feature lets you set automatic changes to your Roku settings based on time, your phone’s light sensor, or location, such as switching profiles or adjusting brightness.","This feature allows users to speak commands in any language, which the app translates and sends to the Roku to control the device.","This feature uses AI to learn your viewing habits, suggests shows from your streaming services at suitable times, and sends notifications to help you watch before scheduled events.","This feature provides vibration patterns that change with on-screen events, offering gentle pulses during dialogue and stronger pulses during action scenes for tactile feedback.","This feature creates temporary QR codes that let visitors control your Roku without the app, with adjustable permissions and automatic expiration when they leave your WiFi network.","This feature uses your phone's camera to recognize TV screens and connect to their Roku devices, or scan movie posters and media to search for related content on streaming services.","This feature lets household members add shows or movies to a shared playlist, vote to change the order, and uses rules to play everyone's selections fairly.","This feature gradually lowers TV volume and brightness near your set bedtime, pauses content when inactivity is detected, and sends a reminder to your phone using motion sensors.",SOURCE2
com.boost.roku.remote,Remote for Roku: TV Remote,TOOLS,9447021.0,"This feature provides a simulated Roku menu on your phone to teach navigation shortcuts, gestures, and voice commands, while tracking your progress and suggesting quick actions.","This feature provides private listening with speech enhancement, dialogue focus, volume control, and customizable sound settings for earbuds or headphones.","This feature lets you send temporary remote control links to others, allowing limited TV access. It also tracks referrals to unlock additional themes or macros.","This feature adjusts the TV backlight and opens watchlists when it rains, shows live weather and news with one tap, and can display a mini-forecast on the screen.","This feature pauses playback, lowers volume, and shows an on-screen banner with weather alerts, then resumes playback. Users set quiet hours, locations, and alert levels.","This feature allows the remote to work without internet by using local network control, storing device information, and enabling offline search and shortcuts with secure on-TV pairing.","This feature lets you rearrange remote buttons by dragging and dropping, create multi-step macros with delays, save button layouts as profiles, and use preset profiles with oversized keys, purchase locks, and a voice filter.",This feature detects 2FA or OTP codes from your clipboard or SMS and automatically enters them on the TV. It also supports opening long URLs on your phone via QR code.,"This feature provides a gallery where users can browse and install verified macros, themes, and gesture packs for popular apps with one tap and safety checks.","This feature lets you search across installed channels using filters like free or paid, subscriptions, video quality, ratings, runtime, and kids-safe content, then opens the selected app.",DBGNN
com.boost.roku.remote,Remote for Roku: TV Remote,TOOLS,9447021.0,"This feature shows quick actions like opening a channel, resuming a title, or starting Private Listening on the home screen, lock screen, and smartwatch based on usage.","This feature lets you send a movie or show title or URL from other apps, then opens the correct Roku channel or searches for the content automatically.","This feature transcribes TV audio in real time with captions, adjusts dialog volume, and allows searching captions to revisit specific lines.","This feature lets you create routines that launch channels, adjust volume, enable Private Listening, and control smart lights. You can start routines by voice, schedule, or location.","This feature shows your Roku channel grid, lets you drag to reorder channels, and uses keypress commands to rearrange them. It also allows backing up and restoring layouts.","This feature lets the host share a remote session via QR code, allowing multiple phones to control the TV with host-approved permissions and manage the play queue.","This feature checks Wi-Fi, latency, and CDN performance during playback, provides a health score, offers one-tap options to restart or lower resolution, and gives Wi-Fi placement tips.",This feature creates temporary remote profiles with PIN limits that show only approved channels and hide account shortcuts. Sessions automatically expire after use.,"This feature allows you to control the TV by tilting, flicking, pinching, and shaking your device to navigate, adjust volume, scrub, and mute, with adjustable settings.","This feature detects copied text and offers to paste it into Roku search or login fields, supporting secure autofill of credentials without saving them in the app.",SOURCE3
com.boost.roku.remote,Remote for Roku: TV Remote,TOOLS,9447021.0,"This feature allows users to control their Roku TV remotely using their mobile device, including navigation, volume adjustment, and launching channels.",This feature lets you set up a scene that controls smart home devices and opens a chosen Roku channel with one tap.,"This feature allows temporary, limited remote control access to friends or family on the same Wi-Fi network, enabling playback control and channel browsing without full device access.","This feature uses the phone's accelerometer to pause or resume playback when the device is shaken, offering an alternative to on-screen controls for managing video.","This feature allows users to create watchlists, share recommendations with friends, view what friends are watching, and receive suggestions based on friends’ viewing habits.","This feature lets you make your physical Roku remote play a sound by tapping a button in the app, helping you locate the remote when it is misplaced.","This feature creates shortcuts on the main screen based on your most used channels and apps, allowing one-tap access to frequently watched content.",This feature automatically lowers screen brightness and applies a blue light filter during evening hours or at scheduled times within the app.,This feature connects with calendar apps to show on-screen notifications for upcoming events as a small banner on the TV without interrupting viewing.,"This feature provides haptic feedback when you swipe through channels, giving a vibration for each channel change to simulate pressing physical remote buttons.",SOURCE4
com.boost.roku.remote,Remote for Roku: TV Remote,TOOLS,9447021.0,"This feature provides a quick remote accessible from the lock screen, notification shade, home screen widget, and Wear OS tile, with haptic feedback and optional screen wake mode.","This feature automatically restores the connection after interruptions like backgrounding, Wi-Fi changes, or device sleep, and allows remote control of your Roku through a secure relay when away from home.","This feature enables private listening with adaptive jitter buffers, Wi-Fi health monitoring, a lipsync slider, support for two devices simultaneously, real-time sync calibration, and a network test for stutter diagnosis.",This feature captures your TV’s on-screen keyboard and automatically uses the D-pad to enter text quickly. It also supports clipboard pasting and voice-to-text input.,"This feature allows users to create scenes and routines that control multiple devices and services, enabling actions like adjusting lights, changing inputs, setting sound modes, and opening Roku channels with one tap or trigger.","This feature provides universal search, watchlist, and ratings that link to Roku apps, syncs continue-watching progress, shows cast and crew information, and allows friends to comment or recommend titles.","This feature allows users to watch content together with synchronized playback, build a shared queue, and communicate through chat and reactions, with host and guest control roles.","This feature identifies shows, episodes, actors, and songs playing on TV, provides related information, links to soundtracks on Spotify, and can adjust ad volume automatically.","This feature helps connect the Roku to hotel or college Wi-Fi by relaying sign-in through the phone, using QR codes and temporary hotspot handoff when needed.","This feature offers a bandwidth and latency test, Wi-Fi signal map, channel interference tips, a sleep timer with volume fade and auto power-off, and a remote-finding tool.",SOURCE5
com.originatorkids.paw,PAW Patrol Academy,EDUCATION,9273491.0,"This feature lets children record their voice giving commands, then translates them into the pup’s phrases and barks during rescue missions to show different communication styles.","This feature lets users use their device’s camera to find and solve virtual problems, such as spotting pretend fires or locating hidden virtual pets in their surroundings.","This feature lets children design and test custom lookout towers using building blocks that follow physics rules, helping them understand structural stability through hands-on construction.","This feature uses current local weather data to create missions that teach children about weather safety during rain, snow, or windy conditions in their area.",This feature allows parents to create personalized video messages from PAW Patrol characters by entering details about the child's achievements or upcoming events for the pups to mention.,This feature provides basic first aid lessons where children practice bandaging virtual injuries on characters and learn safety skills through interactive medical mini-games.,"This feature automatically collects screenshots, achievements, and milestones from gameplay into digital scrapbooks, including pup commentary and stickers, which can be shared.","This feature lets children complete tasks like cleaning virtual beaches, sorting recycling, and protecting wildlife habitats, earning badges for completing environmental activities.","This feature teaches basic sign language alongside verbal commands, with characters demonstrating signs during missions to help users learn and practice inclusive communication skills.","This feature changes the app into a bedtime companion with rescue stories, guided breathing exercises by the pups, and soft background sounds from Adventure Bay.",SOURCE2
com.originatorkids.paw,PAW Patrol Academy,EDUCATION,9273491.0,"This feature provides a guided art studio where children trace and draw Paw Patrol images with step-by-step hints, save their work, and share it with approved contacts.","This feature provides a sandbox where users can clean the bay, rescue fish, and decorate with stones, shells, and gear, accompanied by sounds and gentle vibrations.","This feature provides a car-friendly mode with offline songs, call-and-response stories, large buttons for hands-free use, and optional syncing between two devices for shared play.","This feature lets children record a short voice or sticker report after missions and provides parents with progress updates, feedback collection, and activity suggestions.","This feature provides daily missions based on local weather conditions, includes gear checks and safety tips, and offers optional city selection with severe-weather drills using alerts and radar.","This feature allows parents to filter content by age, skill goals, duration, and offline access, and scan QR codes on toys or printables to unlock related activities.","This feature lets users record their voice with effects like robot or echo, then attach the audio to art or stories and download it for offline use.","This feature tracks skill progress to upgrade the rescue HQ, tools, and vehicles, while adjusting difficulty to match player ability across multiple seasons.",This feature converts play activity into paw points and tickets that can be exchanged for digital badges or parent-approved donations. It includes daily streaks and quizzes for engagement.,"This feature lets users create missions by dragging and dropping terrains, obstacles, vehicles, and animals, with optional settings like weather and time, and share them using invite codes or QR codes.",DBGNN
com.originatorkids.paw,PAW Patrol Academy,EDUCATION,9273491.0,"This feature lets users create rescue missions by selecting pups, goals, and challenge types, with difficulty adjusting automatically based on recent activity.","This feature adds AR rescue walks with safe, parent-defined goals around a room or yard, encouraging movement. It works offline with preloaded scenes and an indoor/outdoor option.","This feature connects missions to current weather and seasons, providing safety lessons and practice checklists, and uses simulated forecasts when real data is unavailable.","This feature allows two players to work together using one or two devices connected locally, taking different pup roles and communicating with simple emotes and pings.","This feature provides a calm corner with guided breathing, emotion naming, and sensory-friendly mini-games led by the pups. It unlocks after challenges or by a parent button and tracks calming streaks.","This feature offers a dashboard for parents and teachers to track skills, set small goals, access related offline activities, print mission cards, and manage classroom rotations.","This feature lets kids create mission storybooks by placing characters and props, recording narration, and turning it into a short playable episode saved on the device for sharing.","This feature provides accessibility options like dyslexia-friendly fonts, high-contrast visuals, captions, alternative controls, motor sensitivity settings, sign language clips, and a visual schedule preview.","This feature allows users to switch languages instantly, tap words for translation, view vocabulary badges during missions, and lets parents select languages and set exposure per session.","This feature lets users create a gadget lab where they arrange command blocks to control lifts and scout-copters, learning sequencing and debugging. Completed programs are used in main missions.",SOURCE3
com.originatorkids.paw,PAW Patrol Academy,EDUCATION,9273491.0,This Feature allows users to access new activities and challenges designed to develop problem-solving and teamwork skills within the PAW Patrol Academy environment.,"This feature uses the device's camera to show animated pups dancing in the user's environment, allowing children to follow the movements and participate in a dance activity.","This Feature lets children create rescue missions by selecting a location, a pup, and a vehicle using drag-and-drop tools and a library of assets.",This Feature allows two players on separate devices to work together in real-time to complete missions by controlling different characters and coordinating their actions.,This feature lets children send digital postcards with images to PAW Patrol characters and receive pre-recorded video replies that include information about different locations.,"This feature allows users to plant and care for virtual plants by choosing seeds, watering them, and watching growth, with Rubble sharing facts about plants and insects.",This feature lets children identify various weather conditions and select suitable gear for the pups by dressing them appropriately in an interactive mini-game.,"This feature launches missions where PAW Patrol visits different countries, showing local landmarks, animals, and basic words from new languages while focusing on helping others globally.","This feature guides children through short, animated breathing exercises and calming activities led by Marshall to support emotional regulation and managing strong feelings.","This feature lets kids sort various materials into the correct recycling bins, providing feedback and rewards for accurate sorting to promote recycling habits.",SOURCE4
com.originatorkids.paw,PAW Patrol Academy,EDUCATION,9273491.0,"This feature lets users freely explore an open Adventure Bay area by placing hazards, switching characters, using tools, and observing rescue outcomes without time limits or failure conditions.","This feature provides a “Pup Path” with short missions in phonics, math, science, and social-emotional learning that adjust difficulty based on the user’s age and progress.","This feature offers optional AR Rescue Walks that use step goals to reveal hidden badges and clues during walks, unlocking pup gear without using maps or tracking location.","This feature provides a weekly Community Mission Board with small tasks for families to complete, vote on rewards, and unlock decorations in Adventure Bay together.","This feature includes rotating bridges, lift platforms, and optical routes in Rescue Puzzle Isles to help users practice planning, spatial reasoning, and using tools in sequence.","This feature allows multiple players to join Family Missions using pass-and-play or separate devices, with quick 2-minute challenges that can be completed at different times.","This feature adds Teacher Mode with lesson packs aligned to standards, tools for managing class activities, options to export progress, and sync with ClassDojo for badges and updates.","This feature offers a Calm Corner with guided breathing exercises, stretches, mindful stories, and quiet activities to support transitions, relaxation, and bedtime routines.","This feature lets users color printed pages, scan them in the app, and view their custom vehicles and uniforms as 3D models during missions with AR photo mode.","This feature allows parents to save favorite content, filter by age or skill, manage downloads, clear storage automatically, sync progress on devices, and access content offline.",SOURCE5
com.datemyage,DateMyAge Mature & Senior Date,DATING,9081702.0,"This feature allows users to record 2-minute videos sharing important moments from their lives, helping others learn about their experiences and background.","This feature organizes group activities like museum tours, wine tastings, or book clubs during daytime hours, available as virtual or in-person events for mature adults.","This Feature uses AI to analyze lifestyle factors such as activity levels, sleep patterns, and health habits to suggest matches with similar wellness priorities and energy levels.","This feature provides guided questions about values, family traditions, and life lessons to help users explore meaningful topics and understand each other better.","This feature lets users share upcoming trips and connect with others who have similar budgets, mobility needs, and travel destinations for companionship.","This feature allows users to share music from different decades of their lives along with explanations, helping to create connections with potential matches.",This feature offers resources and conversation guides to help users introduce new partners to their adult children and grandchildren.,"This feature allows users to offer and exchange lessons in hobbies or professional skills, enabling them to learn from each other and share their knowledge.","This feature sends optional daily evening prompts that invite users to share short reflections, gratitudes, or photos with their matches to maintain regular communication.","This feature matches users based on similar life changes like retirement, becoming grandparents, or moving to smaller homes to connect people with shared experiences.",SOURCE2
com.datemyage,DateMyAge Mature & Senior Date,DATING,9081702.0,"This feature helps you practice conversation starters, listening skills, and video introductions with guided prompts and feedback, offering exercises and icebreaker suggestions based on your goals.","This feature provides moderated community groups where members can post and comment on hobbies, local events, and life topics, with a “What’s trending for 50+” section highlighting discussions and events.",This feature creates decade-based prompts and shared playlists to help users start conversations using music clips or memory cards related to their matching decades.,"This feature shows on-time replies, kept plans, verified ID and age, and membership length. It also allows optional references from past matches without ratings or judgments.","This feature provides live captions for voice and video, speech clarity controls, hearing-aid compatibility, large text, high-contrast themes, and volume normalization for chats, calls, and voice notes.","This feature lets users earn Companion Coins by completing profiles, responding promptly, and reporting scams, which can be exchanged for boosts, gift cards, or charity donations.","This feature lets you select date modes like walking buddy, museum companion, or travel partner, and add photos, plans, and stories to show your interests clearly.","This feature lets you save and switch between search filters, temporarily change your location and schedule with Trip Mode, and create a QR contact card to share contact details safely.","This feature suggests indoor or outdoor activities based on weather and mobility needs, helps select accessible venues, allows menu browsing, reservations, orders, bill splitting, and sharing plans in chat.","This feature lets users keep a private post-date journal, receive tips on boundaries and follow-ups, and share brief feedback with mutual consent to improve future matches.",DBGNN
com.datemyage,DateMyAge Mature & Senior Date,DATING,9081702.0,"This feature lets you set response times, preferred message type (voice, text, or call), and introduction speed, while the app reminds matches and can pause chats during busy times.","This feature scans chats for money requests, excessive affection, and fake profiles, providing warnings or blocks. It also offers trust badges with ID and verification options.","This feature creates a timeline from old photos and milestones using AI, connects users with shared time periods, and provides conversation starters related to those eras.","This feature suggests quiet, accessible places with ramps, good lighting, and comfortable seating, handles booking and bill splitting, coordinates rides, and reschedules based on weather.","This feature allows you to share a limited profile and date details with chosen contacts, send one-tap check-ins, and use an emergency button to share your live location.","This feature provides 10-minute video micro-dates with background blur and audio enhancement, including conversation prompts, decade trivia, and simple activities to support introductions.","This Feature identifies caregiving responsibilities, uses filters and scores to match users with similar schedules, syncs calendars, and suggests overlapping free times and simple date ideas.","This feature provides suggested messages for post-date replies, including polite declines, follow-up prompts, and timing recommendations to help users respond appropriately.","This feature allows users to provide information about mobility, walking pace, hearing preferences, and dietary needs to adjust communication and suggest suitable meeting places.","This feature organizes small group meetings of 6–10 nearby members with shared interests, led by approved hosts, and supports one-on-one matching after the event.",SOURCE3
com.datemyage,DateMyAge Mature & Senior Date,DATING,9081702.0,"This Feature helps users find matches based on shared experiences and interests, facilitating connections between mature and senior individuals seeking companionship.","This feature adds a ""Shared Life Experiences"" section to profiles where users can list important events like family, career changes, or travel to provide more personal information.",This feature lets users upload a photo from their younger years alongside a current one to share and compare images within their profile.,"This feature offers conversation prompts designed for a mature audience within the chat, helping users start and continue meaningful conversations beyond basic greetings.","This feature allows users to create or join casual local group activities such as coffee meetups, walks, or museum visits for socializing in a relaxed setting.","This feature offers an optional quiz where users specify their relationship preferences, and the results are shown on their profile to support matching with others.","This feature provides users with tips and resources on online dating safety, including how to recognize scams and protect their personal information.","This feature allows former members to share their experiences and relationship stories in a ""Success Stories"" section on the platform.","This feature provides advice from dating experts on creating a better profile, including tips on choosing photos and writing an effective bio.","This Feature periodically shows users profiles they may have previously skipped, giving them another opportunity to consider those matches.",SOURCE4
com.datemyage,DateMyAge Mature & Senior Date,DATING,9081702.0,"This feature lets you join small interest groups where a host introduces three compatible matches weekly, explaining shared interests and reasons for the connection.","This feature finds shared available times, books an accessible venue, includes dietary and mobility notes, reserves a table, arranges transportation, and sends reminders.","This feature verifies users with ID, selfie, and live voice, allows sharing of plans, sends SOS messages with location to contacts, and unlocks blurred photos after verification.",This feature provides age-related prompts and allows users to send video postcards or letter-style messages for thoughtful conversations without requiring both users to be online simultaneously.,"This feature provides live video support to help with calls, profile verification, and privacy settings, and offers accessibility options like large text, high-contrast themes, captions, and speech-to-text.","This feature matches users based on daily routines, caregiving, beliefs, travel willingness, health choices, and social activity, using date feedback to improve future matches.","This feature provides weekly small group video sessions on topics like book clubs, films, and current affairs, with optional brief introductions before one-on-one conversations.","This feature suggests easy walking routes with benches, restrooms, lighting, and step counts. It allows users to share weather, ETA, invite matches, and log walks together.","This feature allows both users to share a one-time introduction pass for a brief video meeting with a trusted friend or adult child, including conversation prompts and guidelines.","This feature offers 5-minute lessons on dating, scam awareness, consent, and conversation skills. Users earn badges that increase profile trust and access safety tools.",SOURCE5
com.chamberlain.android.liftmaster.myq,myQ Garage & Access Control,LIFESTYLE,8776777.0,"This feature uses voice-pattern recognition to open the garage only when authorized family members say a personalized phrase, adapting to voice changes over time for access.","This feature uses AI to monitor door operation, motor sounds, and sensor data to alert users of potential issues in advance and offers troubleshooting guides or repair service options.","This feature creates delivery zones that grant one-time access to verified drivers when packages approach, partially opening the garage to a set height for package placement.","This feature adjusts garage door operations based on weather, automatically closing during severe weather or opening slightly for ventilation, with user-set preferences and notifications.","This feature uses computer vision to track items in your garage, send alerts for low supplies or unusual movement, and help locate misplaced items through the app.",This feature connects with electric vehicle chargers to open the garage door when the EV’s battery is low and close it automatically after charging starts.,"This feature lets users share anonymous alerts about unauthorized access attempts with nearby myQ users, including approximate location information without showing exact addresses.","This feature uses thermal imaging to detect animals near the door, automatically stopping or reversing door movement to prevent contact, while distinguishing pets from humans and objects.","This feature lets users schedule the garage to open automatically on specific future dates, requiring multiple authentication steps for each event to ensure security.","This feature uses the phone’s camera to show a live view through the garage door, displaying status information and allowing users to interact with smart devices inside the garage.",SOURCE2
com.chamberlain.android.liftmaster.myq,myQ Garage & Access Control,LIFESTYLE,8776777.0,"This feature listens to door sounds using the opener’s microphone, detects unusual noises, provides alerts, and can amplify garage audio to earbuds for better hearing.","This feature detects recognized license plates, Bluetooth tags, or UWB phones to activate settings like lights or timed opening, and allows temporary vehicle passes with time and proximity limits.","This feature shows live AR overlays on your phone or myQ camera to mark safe door areas and obstructions, and provides guided practice checks for sensor testing and maintenance.","This feature lets you use two claps or a custom whistle to turn garage lights on or off, or to start a locator sound on the wall console.","This feature lets users simulate door openings, alerts, and camera clips, and offers a timed, one-tap free trial of premium video history and delivery integrations.","This feature creates temporary or scheduled keypad PINs sent by SMS or WhatsApp. Guests verify with ID and selfie, and each use records identity, time, and a photo.","This feature automatically closes the garage during wind or rain, turns on lights in storms, sends freeze alerts with protection tips, and pre-lights the garage when family arrives in bad weather.","This feature allows the system to operate schedules, safety checks, and door controls during internet outages using local Bluetooth, while storing 24 hours of events to sync later.","This feature tracks family members’ arrival and departure times, triggers actions when they approach slowly within 300–500 feet, and sends notifications for arrivals or departures at saved locations.","This feature uses AI to identify and label items in shelf and floor images, allowing you to search for them and view their location. It also recommends zones to organize space and keep doorways clear.",DBGNN
com.chamberlain.android.liftmaster.myq,myQ Garage & Access Control,LIFESTYLE,8776777.0,"This feature uses UWB to detect when your phone is within about 2 meters and moving toward the garage to auto-open the door, with encrypted LAN/BLE backup during internet outages. Safety checks reduce false triggers.","This feature uses a camera to identify registered vehicles for automatic garage door operation, logs unrecognized vehicles, and allows temporary vehicle access for guests on set days and times.","This feature creates one-time delivery passes linked to a tracking number, allows access via QR or NFC scan, opens the door in delivery mode, records video, and secures afterward.","This feature uses air-quality and temperature sensors to partially open the garage door for ventilation, then closes it automatically. It can also work with fans to remove gases.","This feature monitors cycle counts, motor current, and door balance to estimate spring and opener wear, provides notifications, offers parts or service booking, and includes safety tests before and after service.","This feature creates unique keypad codes with set access times, supports optional ID checks, records event-linked video, manages multiple properties, and automatically expires codes at checkout.","This feature uses computer vision to detect when a second person or vehicle follows through a door, then holds the door, flashes lights, sends notifications, and can announce alerts requiring confirmation.","This feature uses a camera to display centerlines and stop markers in the app or CarPlay/Android Auto, provides haptic and watch alerts, and saves parking profiles for each vehicle.","This feature lets users create automated actions using triggers like presence, time, weather, and device status, with preset templates for common scenarios.","This feature allows local first responders to access the garage during emergencies through verified requests, sends real-time alerts to the owner, and records and limits access by time and location.",SOURCE3
com.chamberlain.android.liftmaster.myq,myQ Garage & Access Control,LIFESTYLE,8776777.0,"This Feature allows users to control and monitor garage doors and access points remotely through a mobile app, providing real-time status updates and access management.","This feature lets users open the garage door to a set height for airflow, based on a schedule or sensor readings, and sends alerts for extended use or weather changes.","This feature uses the camera to identify delivery personnel, allows them to place packages in a secure garage area, and automatically opens and closes the door with video confirmation.","This feature uses the phone’s location to automatically open the garage door when the user arrives and close it when they leave, with adjustable delay and distance settings.","This feature enables garage door operation during power outages, sends battery level notifications to the user's phone, and activates low power mode to conserve energy.","This Feature allows users to grant temporary access to guests by setting specific time periods and usage limits, providing a unique PIN that expires automatically.","This feature uses the myQ camera to recognize vehicles, bicycles, or large objects and can trigger actions like adjusting lights or sending arrival notifications.","This feature tracks garage door usage and sends yearly reminders for maintenance tasks, offering video tutorials or options to contact local certified technicians.",This feature allows users to create custom scenes that connect the garage door with other smart home devices to perform multiple actions simultaneously.,"This feature allows myQ to control a secure drop box inside the garage, providing one-time access to delivery drivers and sending users a notification with video confirmation.",SOURCE4
com.chamberlain.android.liftmaster.myq,myQ Garage & Access Control,LIFESTYLE,8776777.0,"This feature allows garage access using phone keys via encrypted Bluetooth or UWB and LAN control, working without internet and recording all actions in a secure log.","This feature automatically opens or closes the garage door based on location, vehicle or Bluetooth identification, and time, using sensors to ensure the path is clear before moving.","This feature allows creating guest or delivery passes with selfie and liveness checks, time-limited codes, automatic door opening and closing, and records video clips with access logs.","This feature allows users to share driveway or garage space by managing bookings, payments, license-plate access, and automatically locking access outside paid times.","This feature connects with certain vehicles and CarPlay/Android Auto to open the garage when approaching home, close after leaving, and display charging and door status.","This feature provides live signal strength and frequency guides, performs cloud and ping tests, forecasts door sensor battery life, and offers one-tap repairs and pairing assistance.",This Feature combines tilt sensor data with a 3-second video clip and sends it quickly in a notification to show whether the garage door is open or closed.,"This Feature allows users to create and use automation templates with geofencing, schedules, and conditions like sunset or weather, and can run locally for privacy and speed.","This feature allows control of the garage using wearables and widgets with large buttons, provides haptic and voice feedback, supports Wallet/NFC cards, and includes a double-tap gesture to close the garage remotely.","This feature disables in-vehicle clickers, limits access to selected doors or gates, sets allowed areas and times, enables a leave-open timer, and auto-closes if no motion is detected.",SOURCE5
com.banix.drawsketch.animationmaker,Draw Animation - Anim Creator,ART_AND_DESIGN,8627880.0,"This feature uses AI to create smooth in-between frames from key poses, learning the user's drawing style to generate natural motion and speed up the animation process.","This feature allows multiple users to work on different scenes or characters at the same time, with version control and commenting for coordinated collaboration.",This feature uses the phone's camera to record movements and converts them into animated sketches that match the user's drawing style.,"This feature automatically syncs character movements, transitions, and effects to imported music or voice recordings for creating audio-reactive animations.","This feature allows users to create character rigs using preset bone structures for common types, enabling animation of movements like walking or dancing without redrawing each frame.","This feature applies different artistic styles, such as watercolor or manga, to existing animations in real-time, enabling users to change the visual appearance instantly.","This feature projects animations onto real-world surfaces using the camera, allowing users to view their work in physical spaces and create location-based animated content.",This feature allows users to draw simple gesture symbols that automatically transform into detailed animated sequences within the app.,"This feature generates backgrounds with parallax scrolling from simple sketches, adding depth layers and atmospheric effects that adjust according to character movements.","This feature copies a single character animation across multiple instances, adding slight random variations in timing and movement to create varied crowd scenes.",SOURCE2
com.banix.drawsketch.animationmaker,Draw Animation - Anim Creator,ART_AND_DESIGN,8627880.0,"This feature reduces background noise and adjusts audio levels, detects phonemes to sync mouth movements with sound, and adds optional captions aligned with the timeline.","This feature lets users find animators nearby and join shared drawing rooms that synchronize layers, brushes, and chat using Wi-Fi, Bluetooth, or cloud connections.","This feature allows you to download brushes, textures, pose sheets, sounds, and tutorial playlists for offline use, enabling animation without an internet connection.","This feature lets users swipe through recommended rigs, backgrounds, and profiles, creating a shared starter scene with permissions and distance filters when matches are mutual.","This feature provides a phone-style keypad for entering frame or time values and offers preset patterns to set holds, loops, and staggered timing quickly.","This feature creates backgrounds, suggests keyframes, and generates in-between frames based on a prompt or rough sketch, allowing adjustment of the style strength.","This feature lets you clap to add tempo markers on the timeline, whistle or snap to start or stop preview and recording, and clap to trigger a loud sound to locate the device.","This feature detects strobe-like flashes and high-contrast flicker, provides one-tap options to reduce them, and adds a safety notice when exporting the animation.","This feature detects copied frames and reused assets using perceptual hashing, displays similarity heatmaps, and provides creator verification and provenance badges.","This feature lets you start, pause, or stop rendering on a desktop or cloud from your phone, with live updates and notifications about progress and completion.",DBGNN
